source,target,weight
3367,8172,1.0
3368,4326,1.0
3368,5256,1.0
3368,6769,1.0
3368,9132,1.0
3368,11955,1.0
3369,616,1.0
3369,777,1.0
3369,1032,1.0
3369,8802,1.0
3369,8947,1.0
3369,9656,1.0
3370,3481,1.0
3370,5570,1.0
3370,11100,1.0
3370,11139,1.0
3371,417,1.0
3371,704,1.0
3371,3045,1.0
3371,3100,1.0
3371,3195,1.0
3371,3465,1.0
3371,3985,1.0
3371,6796,1.0
3372,627,1.0
3372,731,1.0
3372,1006,1.0
3372,3322,1.0
3372,3704,1.0
3373,2256,1.0
3374,1688,1.0
3374,1823,1.0
3374,2095,1.0
3374,6582,1.0
3374,9747,1.0
3374,10014,1.0
3375,2179,1.0
3375,7788,1.0
3375,8094,1.0
3375,10681,1.0
3375,11982,1.0
3376,265,1.0
3376,292,1.0
3376,3192,1.0
3376,3261,1.0
3376,3294,1.0
3376,3417,1.0
3376,6593,1.0
3376,6858,1.0
3376,7651,1.0
3377,1022,1.0
3377,4403,1.0
3378,294,1.0
3378,773,1.0
3378,3332,1.0
3378,6207,1.0
3379,1954,1.0
3379,7973,1.0
3380,705,1.0
3380,2950,1.0
3380,3233,1.0
3380,6695,1.0
3380,8265,1.0
3381,367,1.0
3381,917,1.0
3381,6293,1.0
3382,837,1.0
3383,1512,1.0
3383,5673,1.0
3383,6761,1.0
3383,7951,1.0
3383,8803,1.0
3383,8925,1.0
3383,9509,1.0
3383,9887,1.0
3383,11184,1.0
3383,11459,1.0
3383,11600,1.0
3384,2073,1.0
3384,11372,1.0
3384,11510,1.0
3385,76,1.0
3385,1485,1.0
3385,4523,1.0
3385,5997,1.0
3385,6416,1.0
3385,7660,1.0
3385,10651,1.0
3385,11158,1.0
3385,11314,1.0
3386,3449,1.0
3386,6370,1.0
3386,6606,1.0
3386,6647,1.0
3386,8773,1.0
3386,8899,1.0
3387,3497,1.0
3388,1866,1.0
3388,2207,1.0
3388,9292,1.0
3388,11404,1.0
3389,476,1.0
3389,3140,1.0
3389,3392,1.0
3389,3434,1.0
3389,3452,1.0
3389,7144,1.0
3389,7217,1.0
3389,8133,1.0
3390,1860,1.0
3390,4012,1.0
3390,7226,1.0
3390,11250,1.0
3390,11509,1.0
3390,11540,1.0
3391,2977,1.0
3391,3317,1.0
3391,11297,1.0
3391,11540,1.0
3392,1837,1.0
3392,2906,1.0
3392,3140,1.0
3392,3389,1.0
3392,7217,1.0
3393,1226,1.0
3393,2341,1.0
3393,5714,1.0
3393,5844,1.0
3393,6453,1.0
3394,2860,1.0
3394,10577,1.0
3395,637,1.0
3395,742,1.0
3395,834,1.0
3395,2024,1.0
3395,3164,1.0
3395,3178,1.0
3395,9269,1.0
3396,742,1.0
3396,834,1.0
3396,3178,1.0
3396,8549,1.0
3396,9269,1.0
3396,9390,1.0
3397,210,1.0
3397,1970,1.0
3397,2344,1.0
3397,10550,1.0
3397,11958,1.0
3398,486,1.0
3398,1088,1.0
3398,1242,1.0
3398,3025,1.0
3398,3069,1.0
3398,3070,1.0
3398,3216,1.0
3398,3608,1.0
3398,10825,1.0
3398,11117,1.0
3399,1843,1.0
3400,438,1.0
3400,3716,1.0
3400,6808,1.0
3401,858,1.0
3401,3200,1.0
3401,3402,1.0
3402,3401,1.0
3402,5768,1.0
3403,1722,1.0
3403,4554,1.0
3403,8981,1.0
3403,10846,1.0
3404,2129,1.0
3404,5557,1.0
3404,5676,1.0
3404,8882,1.0
3404,10795,1.0
3404,10952,1.0
3405,288,1.0
3405,1334,1.0
3405,3175,1.0
3406,1,1.0
3406,3456,1.0
3406,3740,1.0
3406,4009,1.0
3406,5220,1.0
3406,8508,1.0
3406,10208,1.0
3407,309,1.0
3407,333,1.0
3407,528,1.0
3407,5206,1.0
3407,6580,1.0
3407,8683,1.0
3407,9486,1.0
3407,10098,1.0
3408,10869,1.0
3409,265,1.0
3409,384,1.0
3410,3696,1.0
3411,3591,1.0
3412,9352,1.0
3413,589,1.0
3413,4308,1.0
3413,11949,1.0
3414,4011,1.0
3414,8432,1.0
3414,9348,1.0
3415,2146,1.0
3416,2888,1.0
3417,264,1.0
3417,265,1.0
3417,292,1.0
3417,340,1.0
3417,472,1.0
3417,3081,1.0
3417,3376,1.0
3417,4090,1.0
3417,6593,1.0
3418,2594,1.0
3418,3087,1.0
3418,3878,1.0
3418,5186,1.0
3418,7191,1.0
3418,8932,1.0
3419,2123,1.0
3419,2159,1.0
3419,2189,1.0
3419,3840,1.0
3420,5555,1.0
3420,5852,1.0
3420,10346,1.0
3420,10686,1.0
3420,11116,1.0
3420,11223,1.0
3421,4561,1.0
3421,8979,1.0
3422,3183,1.0
3422,3358,1.0
3422,9021,1.0
3422,9334,1.0
3422,10429,1.0
3422,10844,1.0
3422,11985,1.0
3423,4380,1.0
3423,7309,1.0
3423,7322,1.0
3423,7343,1.0
3423,8235,1.0
3423,8813,1.0
3423,12027,1.0
3424,5354,1.0
3425,6415,1.0
3425,9148,1.0
3426,3226,1.0
3426,3609,1.0
3426,3631,1.0
3426,5546,1.0
3426,5695,1.0
3426,8587,1.0
3426,8954,1.0
3426,9251,1.0
3426,9279,1.0
3426,9516,1.0
3426,9572,1.0
3426,10988,1.0
3426,11058,1.0
3427,679,1.0
3427,6780,1.0
3427,7649,1.0
3427,9370,1.0
3427,9664,1.0
3427,10119,1.0
3428,5131,1.0
3429,2354,1.0
3429,8220,1.0
3430,75,1.0
3430,305,1.0
3430,632,1.0
3430,1998,1.0
3430,3669,1.0
3430,5920,1.0
3430,6851,1.0
3430,7564,1.0
3430,8038,1.0
3430,9058,1.0
3430,11763,1.0
3431,3265,1.0
3432,4778,1.0
3432,5425,1.0
3432,5895,1.0
3432,7118,1.0
3432,8335,1.0
3432,10930,1.0
3433,391,1.0
3433,3327,1.0
3433,3538,1.0
3433,3563,1.0
3433,3906,1.0
3433,6861,1.0
3433,11141,1.0
3434,899,1.0
3434,3335,1.0
3434,3341,1.0
3434,3389,1.0
3434,8740,1.0
3434,10461,1.0
3435,8695,1.0
3436,3437,1.0
3436,6302,1.0
3436,6791,1.0
3437,3436,1.0
3437,6302,1.0
3437,6500,1.0
3437,8941,1.0
3437,11615,1.0
3438,1084,1.0
3438,3135,1.0
3438,3217,1.0
3438,6711,1.0
3438,6785,1.0
3438,6884,1.0
3438,8700,1.0
3438,8997,1.0
3438,11060,1.0
3439,391,1.0
3439,1293,1.0
3439,2931,1.0
3439,6549,1.0
3439,6864,1.0
3439,8787,1.0
3439,11594,1.0
3440,11664,1.0
3441,729,1.0
3442,1574,1.0
3443,1888,1.0
3443,5490,1.0
3443,6734,1.0
3443,8897,1.0
3444,846,1.0
3444,3778,1.0
3444,8585,1.0
3444,9237,1.0
3444,9292,1.0
3444,10975,1.0
3444,11427,1.0
3444,11556,1.0
3444,11573,1.0
3445,367,1.0
3445,659,1.0
3445,898,1.0
3445,2071,1.0
3445,3361,1.0
3445,3708,1.0
3445,4458,1.0
3445,6147,1.0
3445,6738,1.0
3446,3448,1.0
3446,5454,1.0
3446,9829,1.0
3447,6576,1.0
3447,9532,1.0
3447,10005,1.0
3447,10164,1.0
3447,11860,1.0
3448,3091,1.0
3448,3345,1.0
3448,3446,1.0
3449,3386,1.0
3449,4077,1.0
3449,5291,1.0
3449,6606,1.0
3449,6647,1.0
3449,8899,1.0
3450,6357,1.0
3450,8754,1.0
3450,10180,1.0
3451,453,1.0
3451,3304,1.0
3451,8781,1.0
3452,191,1.0
3452,501,1.0
3452,883,1.0
3452,3207,1.0
3452,3389,1.0
3452,5998,1.0
3452,7936,1.0
3452,8133,1.0
3453,8515,1.0
3453,9439,1.0
3453,9855,1.0
3453,10429,1.0
3453,10844,1.0
3454,10073,1.0
3455,2979,1.0
3455,7201,1.0
3455,9019,1.0
3455,9440,1.0
3455,9595,1.0
3455,11783,1.0
3456,3406,1.0
3456,3830,1.0
3456,4450,1.0
3456,7466,1.0
3456,8508,1.0
3457,409,1.0
3457,648,1.0
3457,772,1.0
3457,983,1.0
3457,1796,1.0
3457,4131,1.0
3458,1274,1.0
3458,1333,1.0
3458,1341,1.0
3458,2001,1.0
3458,2092,1.0
3458,2424,1.0
3458,2976,1.0
3458,3083,1.0
3458,3366,1.0
3458,11347,1.0
3459,424,1.0
3459,488,1.0
3459,1490,1.0
3459,1596,1.0
3459,2997,1.0
3459,3221,1.0
3459,3228,1.0
3459,5545,1.0
3459,9696,1.0
3459,10676,1.0
3459,11112,1.0
3459,11229,1.0
3459,11703,1.0
3460,10283,1.0
3460,11995,1.0
3461,4325,1.0
3461,4336,1.0
3461,5030,1.0
3461,8498,1.0
3462,187,1.0
3462,2841,1.0
3462,3854,1.0
3462,3967,1.0
3462,4679,1.0
3462,5517,1.0
3462,5589,1.0
3462,6124,1.0
3462,7576,1.0
3462,9443,1.0
3463,622,1.0
3463,665,1.0
3463,3173,1.0
3463,6416,1.0
3463,6580,1.0
3463,6687,1.0
3463,8975,1.0
3464,17,1.0
3464,2415,1.0
3464,4592,1.0
3464,4887,1.0
3464,7283,1.0
3464,7492,1.0
3464,7693,1.0
3464,7946,1.0
3465,1371,1.0
3465,2073,1.0
3465,3371,1.0
3466,7792,1.0
3467,11416,1.0
3468,4834,1.0
3469,241,1.0
3469,500,1.0
3469,3106,1.0
3469,6186,1.0
3470,8972,1.0
3471,4179,1.0
3471,6865,1.0
3472,723,1.0
3472,7043,1.0
3472,11894,1.0
3473,10971,1.0
3474,11699,1.0
3475,334,1.0
3475,372,1.0
3475,642,1.0
3475,903,1.0
3475,6376,1.0
3475,8929,1.0
3476,1261,1.0
3476,2536,1.0
3476,2881,1.0
3476,4373,1.0
3476,10440,1.0
3476,11274,1.0
3476,11941,1.0
3477,142,1.0
3477,2091,1.0
3477,3688,1.0
3477,3896,1.0
3477,3929,1.0
3477,3935,1.0
3477,3987,1.0
3477,5005,1.0
3477,5199,1.0
3477,5353,1.0
3477,8391,1.0
3478,3119,1.0
3478,3624,1.0
3478,10125,1.0
3478,11742,1.0
3479,6232,1.0
3480,2978,1.0
3480,8638,1.0
3481,3370,1.0
3481,6032,1.0
3481,9040,1.0
3481,9872,1.0
3481,10939,1.0
3481,11140,1.0
3481,11582,1.0
3482,2047,1.0
3482,7608,1.0
3482,10773,1.0
3483,8762,1.0
3484,1882,1.0
3484,4807,1.0
3484,8381,1.0
3484,10376,1.0
3484,11364,1.0
3485,1614,1.0
3485,11220,1.0
3486,4410,1.0
3486,7587,1.0
3486,11187,1.0
3487,3506,1.0
3487,11044,1.0
3488,5423,1.0
3488,5841,1.0
3488,9839,1.0
3489,1537,1.0
3489,10379,1.0
3489,10773,1.0
3490,5269,1.0
3490,6236,1.0
3490,9932,1.0
3490,10626,1.0
3490,11734,1.0
3491,2312,1.0
3492,3324,1.0
3492,3346,1.0
3492,3630,1.0
3492,5429,1.0
3492,6753,1.0
3492,8646,1.0
3492,8765,1.0
3492,8970,1.0
3492,9894,1.0
3493,385,1.0
3493,474,1.0
3493,5219,1.0
3493,6162,1.0
3493,8826,1.0
3493,9235,1.0
3494,494,1.0
3494,952,1.0
3494,1887,1.0
3494,3970,1.0
3494,4089,1.0
3494,4538,1.0
3494,4998,1.0
3494,5026,1.0
3494,5197,1.0
3494,10031,1.0
3494,10071,1.0
3494,10491,1.0
3494,10526,1.0
3494,10644,1.0
3495,5143,1.0
3495,7751,1.0
3496,10801,1.0
3497,3069,1.0
3497,3387,1.0
3497,6841,1.0
3498,4995,1.0
3499,432,1.0
3499,2122,1.0
3499,4229,1.0
3499,5298,1.0
3500,3102,1.0
3500,8706,1.0
3501,7177,1.0
3502,1628,1.0
3502,1668,1.0
3502,2006,1.0
3502,2810,1.0
3502,8030,1.0
3502,8129,1.0
3502,9724,1.0
3502,10589,1.0
3502,10643,1.0
3503,829,1.0
3503,5512,1.0
3503,7851,1.0
3503,8005,1.0
3503,8883,1.0
3503,9077,1.0
3504,1069,1.0
3505,3158,1.0
3505,3949,1.0
3505,4012,1.0
3506,282,1.0
3506,1146,1.0
3506,3487,1.0
3506,3721,1.0
3506,6892,1.0
3506,8559,1.0
3506,9064,1.0
3506,11044,1.0
3507,1289,1.0
3508,1410,1.0
3509,857,1.0
3509,2134,1.0
3509,6802,1.0
3510,5378,1.0
3510,9497,1.0
3511,3244,1.0
3512,9627,1.0
3512,11357,1.0
3513,1382,1.0
3513,2605,1.0
3513,4342,1.0
3513,4373,1.0
3513,4717,1.0
3513,4774,1.0
3513,7859,1.0
3514,2901,1.0
3514,3700,1.0
3514,7591,1.0
3514,7880,1.0
3514,8564,1.0
3514,11056,1.0
3515,5490,1.0
3516,3345,1.0
3516,4374,1.0
3516,9546,1.0
3516,11261,1.0
3517,42,1.0
3517,4606,1.0
3518,1636,1.0
3518,3640,1.0
3518,5245,1.0
3518,6568,1.0
3518,6610,1.0
3518,11978,1.0
3519,889,1.0
3519,8698,1.0
3519,9267,1.0
3519,9360,1.0
3520,309,1.0
3520,585,1.0
3520,4458,1.0
3520,6536,1.0
3520,6634,1.0
3521,5970,1.0
3522,2986,1.0
3522,3063,1.0
3522,3735,1.0
3522,11234,1.0
3523,488,1.0
3523,5741,1.0
3523,11458,1.0
3524,249,1.0
3524,294,1.0
3524,773,1.0
3524,5508,1.0
3524,5741,1.0
3524,8638,1.0
3524,10946,1.0
3524,11062,1.0
3524,11644,1.0
3524,11985,1.0
3525,602,1.0
3525,9363,1.0
3525,9381,1.0
3525,11232,1.0
3526,636,1.0
3526,1759,1.0
3526,3120,1.0
3526,3342,1.0
3526,5912,1.0
3526,8651,1.0
3526,9508,1.0
3526,11858,1.0
3527,11037,1.0
3528,5246,1.0
3528,5523,1.0
3528,7154,1.0
3529,3047,1.0
3529,11098,1.0
3530,1863,1.0
3531,4203,1.0
3531,7401,1.0
3531,9456,1.0
3532,11396,1.0
3533,336,1.0
3533,4557,1.0
3534,1656,1.0
3535,1241,1.0
3535,1376,1.0
3535,4233,1.0
3535,5002,1.0
3535,8916,1.0
3536,7195,1.0
3537,4093,1.0
3537,8809,1.0
3537,9049,1.0
3538,3311,1.0
3538,3433,1.0
3538,6764,1.0
3538,6861,1.0
3539,1730,1.0
3539,3286,1.0
3539,4802,1.0
3539,4826,1.0
3539,5873,1.0
3539,6888,1.0
3539,9073,1.0
3539,10936,1.0
3539,11840,1.0
3540,2950,1.0
3540,3663,1.0
3540,5512,1.0
3540,5712,1.0
3540,9723,1.0
3540,11946,1.0
3541,3007,1.0
3541,3053,1.0
3541,6388,1.0
3541,8313,1.0
3541,9050,1.0
3542,2154,1.0
3542,3294,1.0
3542,3792,1.0
3542,3995,1.0
3542,4468,1.0
3542,11616,1.0
3543,2471,1.0
3543,5595,1.0
3543,7122,1.0
3544,1027,1.0
3544,1799,1.0
3544,1956,1.0
3544,2208,1.0
3544,3554,1.0
3544,4127,1.0
3544,6915,1.0
3544,7520,1.0
3544,10935,1.0
3545,13,1.0
3545,923,1.0
3545,6039,1.0
3546,7853,1.0
3546,8327,1.0
3547,658,1.0
3547,917,1.0
3547,3039,1.0
3547,6293,1.0
3547,9020,1.0
3548,1985,1.0
3548,9942,1.0
3549,731,1.0
3549,3926,1.0
3549,6644,1.0
3549,6664,1.0
3550,329,1.0
3550,718,1.0
3550,3120,1.0
3550,3755,1.0
3550,4198,1.0
3550,8989,1.0
3550,9508,1.0
3551,425,1.0
3551,3651,1.0
3552,9341,1.0
3552,9481,1.0
3553,713,1.0
3553,3633,1.0
3553,8698,1.0
3553,9230,1.0
3553,11082,1.0
3554,1027,1.0
3554,3544,1.0
3554,4127,1.0
3554,6915,1.0
3554,8310,1.0
3555,92,1.0
3555,2183,1.0
3555,3109,1.0
3555,3797,1.0
3555,5446,1.0
3555,5588,1.0
3555,5702,1.0
3555,10428,1.0
3556,5543,1.0
3556,8305,1.0
3556,9297,1.0
3556,11105,1.0
3557,1325,1.0
3557,1448,1.0
3557,2257,1.0
3557,7479,1.0
3557,7625,1.0
3558,578,1.0
3558,4254,1.0
3558,9942,1.0
3559,6576,1.0
3559,9731,1.0
3559,10164,1.0
3559,11030,1.0
3560,3352,1.0
3560,5243,1.0
3560,6224,1.0
3560,8665,1.0
3560,9685,1.0
3561,2914,1.0
3561,4891,1.0
3561,6531,1.0
3561,11997,1.0
3562,1901,1.0
3562,3129,1.0
3562,8028,1.0
3562,9316,1.0
3562,10380,1.0
3562,10803,1.0
3563,1663,1.0
3563,2929,1.0
3563,3433,1.0
3563,6861,1.0
3563,11120,1.0
3563,11351,1.0
3564,256,1.0
3565,465,1.0
3565,1352,1.0
3565,1888,1.0
3565,2101,1.0
3565,3602,1.0
3565,5522,1.0
3565,6131,1.0
3565,8127,1.0
3565,9994,1.0
3566,7544,1.0
3566,9898,1.0
3567,1888,1.0
3567,2523,1.0
3567,9758,1.0
3568,2201,1.0
3568,3585,1.0
3568,5824,1.0
3568,8792,1.0
3568,9068,1.0
3568,9718,1.0
3568,9842,1.0
3568,11544,1.0
3569,10012,1.0
3570,8657,1.0
3570,8730,1.0
3570,8842,1.0
3571,10035,1.0
3571,10941,1.0
3572,251,1.0
3572,429,1.0
3572,852,1.0
3572,5490,1.0
3572,6185,1.0
3573,979,1.0
3573,1173,1.0
3573,1337,1.0
3573,2263,1.0
3573,3671,1.0
3573,4094,1.0
3573,6969,1.0
3573,10425,1.0
3573,10797,1.0
3573,10909,1.0
3574,204,1.0
3574,257,1.0
3574,595,1.0
3574,3860,1.0
3574,4060,1.0
3574,5993,1.0
3574,9096,1.0
3574,9367,1.0
3574,9877,1.0
3574,11919,1.0
3574,12039,1.0
3575,1740,1.0
3575,6083,1.0
3575,9422,1.0
3576,440,1.0
3576,2023,1.0
3576,4407,1.0
3576,4561,1.0
3576,7790,1.0
3576,8708,1.0
3576,8979,1.0
3576,10579,1.0
3577,831,1.0
3577,1921,1.0
3577,3291,1.0
3577,5200,1.0
3577,11815,1.0
3578,364,1.0
3578,996,1.0
3578,3203,1.0
3578,3717,1.0
3579,1441,1.0
3579,1584,1.0
3579,3245,1.0
3579,4520,1.0
3579,4649,1.0
3579,8435,1.0
3579,8839,1.0
3579,9578,1.0
3580,1143,1.0
3580,1225,1.0
3580,1431,1.0
3580,3167,1.0
3580,3707,1.0
3580,5157,1.0
3580,5666,1.0
3580,5809,1.0
3580,6657,1.0
3581,6951,1.0
3582,9349,1.0
3583,2066,1.0
3583,2964,1.0
3583,3158,1.0
3584,3338,1.0
3584,8579,1.0
3585,3115,1.0
3585,3144,1.0
3585,3568,1.0
3585,8792,1.0
3585,11549,1.0
3585,11758,1.0
3586,1501,1.0
3586,1538,1.0
3586,1562,1.0
3586,5503,1.0
3586,5820,1.0
3587,654,1.0
3588,1493,1.0
3588,1630,1.0
3588,1790,1.0
3588,7896,1.0
3588,11804,1.0
3589,685,1.0
3589,7761,1.0
3589,7844,1.0
3589,8310,1.0
3589,11189,1.0
3590,224,1.0
3590,5510,1.0
3591,3411,1.0
3591,3943,1.0
3591,4060,1.0
3592,8394,1.0
3593,1044,1.0
3593,1815,1.0
3593,6669,1.0
3593,6889,1.0
3594,8163,1.0
3595,146,1.0
3595,9329,1.0
3595,10978,1.0
3596,3126,1.0
3596,8300,1.0
3596,10801,1.0
3597,6536,1.0
3598,286,1.0
3598,2218,1.0
3598,5664,1.0
3598,9347,1.0
3598,11855,1.0
3598,11888,1.0
3599,7302,1.0
3599,7336,1.0
3599,8380,1.0
3599,9737,1.0
3599,10949,1.0
3599,11395,1.0
3600,1506,1.0
3600,2932,1.0
3600,3897,1.0
3600,7479,1.0
3600,7882,1.0
3601,5304,1.0
3601,8318,1.0
3602,3565,1.0
3602,9987,1.0
3603,1510,1.0
3603,7215,1.0
3603,10614,1.0
3604,4727,1.0
3604,8645,1.0
3604,9069,1.0
3605,3611,1.0
3605,11959,1.0
3606,4611,1.0
3607,3813,1.0
3607,7054,1.0
3607,7119,1.0
3608,1581,1.0
3608,3398,1.0
3608,12016,1.0
3609,3426,1.0
3609,9266,1.0
3609,9336,1.0
3609,9516,1.0
3609,9572,1.0
3609,11058,1.0
3610,9792,1.0
3610,11067,1.0
3610,11225,1.0
3611,323,1.0
3611,3605,1.0
3612,4385,1.0
3612,5943,1.0
3612,5945,1.0
3612,6291,1.0
3612,6558,1.0
3613,731,1.0
3613,3961,1.0
3613,5255,1.0
3613,5311,1.0
3613,6498,1.0
3613,9156,1.0
3613,9590,1.0
3613,10562,1.0
3613,11135,1.0
3614,485,1.0
3614,637,1.0
3614,6415,1.0
3614,6664,1.0
3615,1532,1.0
3615,1585,1.0
3615,2019,1.0
3615,3955,1.0
3615,4504,1.0
3615,5886,1.0
3615,7913,1.0
3615,8639,1.0
3615,9769,1.0
3615,9899,1.0
3615,10671,1.0
3615,11204,1.0
3615,11598,1.0
3616,1371,1.0
3616,1394,1.0
3616,10972,1.0
3617,928,1.0
3617,1205,1.0
3617,2915,1.0
3617,3198,1.0
3617,8256,1.0
3617,8349,1.0
3617,9090,1.0
3617,9821,1.0
3617,9924,1.0
3617,10041,1.0
3618,793,1.0
3618,6765,1.0
3618,6805,1.0
3618,10045,1.0
3619,1915,1.0
3620,1987,1.0
3620,2392,1.0
3620,4205,1.0
3620,4352,1.0
3620,5434,1.0
3620,10870,1.0
3621,3040,1.0
3622,850,1.0
3622,6329,1.0
3622,8826,1.0
3622,11949,1.0
3622,11983,1.0
3623,556,1.0
3623,642,1.0
3623,755,1.0
3623,6357,1.0
3623,8988,1.0
3623,9944,1.0
3623,11743,1.0
3624,3478,1.0
3624,6207,1.0
3624,8945,1.0
3624,9078,1.0
3625,1969,1.0
3625,2937,1.0
3625,3173,1.0
3625,6166,1.0
3625,8683,1.0
3625,9457,1.0
3626,403,1.0
3626,2985,1.0
3626,3794,1.0
3627,2909,1.0
3627,3161,1.0
3627,3225,1.0
3627,3977,1.0
3627,5320,1.0
3627,8571,1.0
3627,8872,1.0
3627,9176,1.0
3628,8806,1.0
3629,6924,1.0
3630,1695,1.0
3630,3492,1.0
3631,3125,1.0
3631,3426,1.0
3631,9516,1.0
3631,10598,1.0
3631,11058,1.0
3632,1400,1.0
3632,3163,1.0
3632,4615,1.0
3632,5601,1.0
3632,8349,1.0
3632,9861,1.0
3632,10596,1.0
3633,713,1.0
3633,1515,1.0
3633,2077,1.0
3633,3553,1.0
3633,6155,1.0
3633,8709,1.0
3633,9400,1.0
3633,11082,1.0
3633,11491,1.0
3634,2092,1.0
3634,4882,1.0
3634,8727,1.0
3634,8796,1.0
3634,9241,1.0
3634,10413,1.0
3634,10954,1.0
3634,11495,1.0
3635,3199,1.0
3635,6701,1.0
3635,10041,1.0
3636,229,1.0
3636,866,1.0
3636,3303,1.0
3636,5513,1.0
3636,5826,1.0
3636,6437,1.0
3636,6466,1.0
3636,9815,1.0
3636,10659,1.0
3637,1427,1.0
3637,6535,1.0
3637,6539,1.0
3637,6880,1.0
3637,11203,1.0
3638,238,1.0
3638,476,1.0
3639,10075,1.0
3640,3518,1.0
3640,6610,1.0
3640,7856,1.0
3640,11768,1.0
3641,1154,1.0
3641,2779,1.0
3641,2804,1.0
3641,8605,1.0
3641,9101,1.0
3641,9813,1.0
3641,10337,1.0
3642,3086,1.0
3642,5898,1.0
3642,10388,1.0
3643,797,1.0
3643,9673,1.0
3644,8780,1.0
3645,1019,1.0
3646,6372,1.0
3647,851,1.0
3648,1477,1.0
3648,1508,1.0
3648,2289,1.0
3648,3956,1.0
3648,5246,1.0
3648,6651,1.0
3648,7524,1.0
3648,7777,1.0
3648,9435,1.0
3649,9056,1.0
3650,2151,1.0
3650,4060,1.0
3650,12039,1.0
3651,3551,1.0
3651,5800,1.0
3652,5919,1.0
3653,9339,1.0
3654,1823,1.0
3655,2172,1.0
3656,3804,1.0
3656,4894,1.0
3657,6013,1.0
3658,2151,1.0
3658,3982,1.0
3658,6111,1.0
3658,6448,1.0
3658,9815,1.0
3659,231,1.0
3659,318,1.0
3659,4011,1.0
3659,6029,1.0
3659,6570,1.0
3659,7870,1.0
3659,8432,1.0
3659,9864,1.0
3660,557,1.0
3660,6284,1.0
3660,9058,1.0
3661,2861,1.0
3661,5591,1.0
3661,6378,1.0
3661,12037,1.0
3662,1629,1.0
3662,2471,1.0
3662,5349,1.0
3662,5595,1.0
3662,5771,1.0
3662,7122,1.0
3662,8877,1.0
3662,10728,1.0
3663,3540,1.0
3664,341,1.0
3664,3100,1.0
3665,579,1.0
3665,862,1.0
3665,6750,1.0
3666,9045,1.0
3667,1825,1.0
3667,2132,1.0
3667,5965,1.0
3667,7184,1.0
3667,8561,1.0
3667,10252,1.0
3667,11063,1.0
3667,12012,1.0
3668,3911,1.0
3668,4563,1.0
3669,399,1.0
3669,803,1.0
3669,3430,1.0
3670,1545,1.0
3670,1726,1.0
3670,2268,1.0
3670,6054,1.0
3670,6106,1.0
3670,7202,1.0
3670,10684,1.0
3670,12007,1.0
3671,979,1.0
3671,1404,1.0
3671,1479,1.0
3671,2263,1.0
3671,3573,1.0
3671,3838,1.0
3671,5001,1.0
3671,6969,1.0
3671,7105,1.0
3671,8099,1.0
3671,10420,1.0
3671,10425,1.0
3671,10910,1.0
3672,5865,1.0
3672,10922,1.0
3672,11670,1.0
3673,5748,1.0
3673,7745,1.0
3674,325,1.0
3674,3676,1.0
3675,10815,1.0
3676,3674,1.0
3677,3345,1.0
3677,3804,1.0
3677,4148,1.0
3677,4149,1.0
3677,8777,1.0
3677,8930,1.0
3678,1869,1.0
3678,4066,1.0
3678,6971,1.0
3678,10237,1.0
3679,513,1.0
3680,3053,1.0
3680,3335,1.0
3680,5616,1.0
3680,6822,1.0
3680,8740,1.0
3680,11712,1.0
3681,2138,1.0
3681,5478,1.0
3681,7943,1.0
3681,8254,1.0
3681,9378,1.0
3682,7745,1.0
3682,9840,1.0
3682,11282,1.0
3682,11522,1.0
3683,1552,1.0
3683,1661,1.0
3683,3737,1.0
3683,6369,1.0
3683,7764,1.0
3683,8938,1.0
3683,10575,1.0
3683,11452,1.0
3683,11541,1.0
3684,7413,1.0
3684,11596,1.0
3685,3196,1.0
3685,3241,1.0
3685,3732,1.0
3685,6721,1.0
3685,9327,1.0
3685,9795,1.0
3685,9862,1.0
3686,3106,1.0
3687,4578,1.0
3687,5262,1.0
3687,7499,1.0
3687,7603,1.0
3687,8145,1.0
3687,10950,1.0
3688,1583,1.0
3688,3477,1.0
3688,3896,1.0
3689,1000,1.0
3689,6626,1.0
3690,7760,1.0
3690,9926,1.0
3690,10072,1.0
3691,257,1.0
3691,3756,1.0
3691,6665,1.0
3691,7619,1.0
3692,4597,1.0
3692,6823,1.0
3692,11231,1.0
3693,3227,1.0
3693,6027,1.0
3693,6158,1.0
3693,7353,1.0
3693,7748,1.0
3693,7888,1.0
3694,280,1.0
3694,6737,1.0
3694,8301,1.0
3695,1127,1.0
3695,2517,1.0
3696,3410,1.0
3696,3730,1.0
3696,6791,1.0
3697,5388,1.0
3697,5659,1.0
3697,5682,1.0
3697,9450,1.0
3697,9836,1.0
3697,10351,1.0
3697,11827,1.0
3697,11906,1.0
3698,8979,1.0
3698,9160,1.0
3699,6351,1.0
3699,11897,1.0
3700,1616,1.0
3700,3514,1.0
3700,9595,1.0
3701,2894,1.0
3701,6159,1.0
3701,8974,1.0
3701,9010,1.0
3701,9715,1.0
3702,2087,1.0
3703,583,1.0
3703,2892,1.0
3703,6817,1.0
3703,7274,1.0
3703,8786,1.0
3704,1163,1.0
3704,3372,1.0
3704,10158,1.0
3705,777,1.0
3705,824,1.0
3705,843,1.0
3705,864,1.0
3705,1033,1.0
3705,9178,1.0
3705,9375,1.0
3705,9655,1.0
3706,692,1.0
3706,6393,1.0
3706,8770,1.0
3706,9468,1.0
3707,3580,1.0
3707,5679,1.0
3707,8902,1.0
3707,9197,1.0
3708,3445,1.0
