source,target,weight
6836,10466,1.0
6837,1092,1.0
6838,10983,1.0
6839,9489,1.0
6839,9672,1.0
6840,7803,1.0
6840,9296,1.0
6841,647,1.0
6841,3135,1.0
6841,3217,1.0
6841,3327,1.0
6841,3497,1.0
6841,6653,1.0
6841,6711,1.0
6841,6870,1.0
6841,8861,1.0
6841,9577,1.0
6841,10047,1.0
6842,743,1.0
6842,1260,1.0
6842,2456,1.0
6842,2901,1.0
6842,6618,1.0
6842,11713,1.0
6843,368,1.0
6843,627,1.0
6843,851,1.0
6843,6168,1.0
6843,6180,1.0
6843,6202,1.0
6844,557,1.0
6844,1133,1.0
6844,6284,1.0
6844,11745,1.0
6845,2643,1.0
6845,6118,1.0
6845,9310,1.0
6846,6725,1.0
6847,407,1.0
6847,648,1.0
6847,4356,1.0
6847,8937,1.0
6848,429,1.0
6848,11328,1.0
6849,249,1.0
6849,1568,1.0
6849,6713,1.0
6849,6891,1.0
6849,8638,1.0
6849,9219,1.0
6850,8385,1.0
6851,1507,1.0
6851,2070,1.0
6851,2651,1.0
6851,2707,1.0
6851,3430,1.0
6851,4972,1.0
6851,5922,1.0
6851,5944,1.0
6851,7489,1.0
6851,7956,1.0
6852,658,1.0
6852,1618,1.0
6852,8741,1.0
6852,9133,1.0
6853,213,1.0
6853,1226,1.0
6853,3103,1.0
6853,5714,1.0
6853,6143,1.0
6853,7282,1.0
6853,10159,1.0
6854,330,1.0
6854,2045,1.0
6854,4259,1.0
6854,9829,1.0
6855,3133,1.0
6855,6124,1.0
6855,6312,1.0
6855,6320,1.0
6855,6475,1.0
6855,6522,1.0
6855,9008,1.0
6856,10545,1.0
6857,868,1.0
6857,1947,1.0
6857,2789,1.0
6857,4328,1.0
6857,7209,1.0
6857,7905,1.0
6857,8121,1.0
6858,264,1.0
6858,288,1.0
6858,340,1.0
6858,3376,1.0
6859,587,1.0
6859,736,1.0
6859,3833,1.0
6859,3995,1.0
6859,4042,1.0
6859,5982,1.0
6859,6860,1.0
6860,541,1.0
6860,736,1.0
6860,2650,1.0
6860,4042,1.0
6860,5982,1.0
6860,6859,1.0
6861,3030,1.0
6861,3433,1.0
6861,3538,1.0
6861,3563,1.0
6861,3906,1.0
6861,6549,1.0
6861,6581,1.0
6861,6764,1.0
6862,480,1.0
6862,555,1.0
6862,1621,1.0
6862,6741,1.0
6862,8525,1.0
6862,9805,1.0
6863,4136,1.0
6863,5710,1.0
6863,6324,1.0
6863,6414,1.0
6863,8851,1.0
6863,8884,1.0
6863,9841,1.0
6864,793,1.0
6864,1293,1.0
6864,1310,1.0
6864,3439,1.0
6864,8907,1.0
6864,11619,1.0
6865,947,1.0
6865,3471,1.0
6865,6677,1.0
6866,2841,1.0
6866,11485,1.0
6867,682,1.0
6868,567,1.0
6868,6536,1.0
6868,6828,1.0
6868,9419,1.0
6869,611,1.0
6869,8922,1.0
6869,8943,1.0
6869,9542,1.0
6870,4318,1.0
6870,6841,1.0
6870,9615,1.0
6870,10047,1.0
6870,10714,1.0
6870,11330,1.0
6871,3946,1.0
6871,7575,1.0
6872,233,1.0
6872,6737,1.0
6872,7879,1.0
6872,8080,1.0
6873,5374,1.0
6874,447,1.0
6874,1087,1.0
6874,1245,1.0
6874,1419,1.0
6874,1956,1.0
6874,4973,1.0
6874,7623,1.0
6874,8190,1.0
6874,8956,1.0
6874,10075,1.0
6875,982,1.0
6875,6885,1.0
6875,7829,1.0
6875,8023,1.0
6876,663,1.0
6876,1168,1.0
6877,373,1.0
6877,6182,1.0
6877,8284,1.0
6878,6304,1.0
6878,6828,1.0
6878,9419,1.0
6878,9912,1.0
6879,337,1.0
6879,4251,1.0
6879,9207,1.0
6879,10607,1.0
6879,11735,1.0
6880,645,1.0
6880,3637,1.0
6880,6539,1.0
6880,6832,1.0
6880,9639,1.0
6880,9977,1.0
6880,10040,1.0
6881,655,1.0
6881,1845,1.0
6881,6649,1.0
6881,8873,1.0
6881,9251,1.0
6881,9793,1.0
6881,9803,1.0
6881,11237,1.0
6882,9179,1.0
6883,919,1.0
6883,1361,1.0
6883,1362,1.0
6883,1379,1.0
6883,1423,1.0
6883,2121,1.0
6884,498,1.0
6884,773,1.0
6884,1409,1.0
6884,3438,1.0
6884,4506,1.0
6884,6657,1.0
6884,8700,1.0
6885,1090,1.0
6885,2478,1.0
6885,4017,1.0
6885,6875,1.0
6885,6896,1.0
6885,10453,1.0
6886,1444,1.0
6886,1458,1.0
6886,1825,1.0
6886,7321,1.0
6886,9834,1.0
6886,10718,1.0
6886,10776,1.0
6887,1887,1.0
6887,9605,1.0
6888,1730,1.0
6888,3286,1.0
6888,3539,1.0
6888,5873,1.0
6888,7024,1.0
6888,10221,1.0
6888,10808,1.0
6888,11597,1.0
6889,514,1.0
6889,679,1.0
6889,777,1.0
6889,845,1.0
6889,853,1.0
6889,3593,1.0
6889,5363,1.0
6889,6652,1.0
6889,6818,1.0
6889,9261,1.0
6889,9600,1.0
6889,9664,1.0
6889,9975,1.0
6890,679,1.0
6891,1567,1.0
6891,1600,1.0
6891,6849,1.0
6891,8846,1.0
6891,10231,1.0
6891,10993,1.0
6891,11024,1.0
6892,1146,1.0
6892,1175,1.0
6892,1182,1.0
6892,1229,1.0
6892,3506,1.0
6892,3721,1.0
6892,3770,1.0
6892,9937,1.0
6892,10062,1.0
6892,12038,1.0
6893,7370,1.0
6894,2366,1.0
6894,2788,1.0
6894,4313,1.0
6894,4576,1.0
6894,5143,1.0
6894,6642,1.0
6894,6714,1.0
6894,7053,1.0
6894,8788,1.0
6895,687,1.0
6895,992,1.0
6895,6455,1.0
6896,447,1.0
6896,884,1.0
6896,2375,1.0
6896,2754,1.0
6896,6194,1.0
6896,6885,1.0
6896,7254,1.0
6896,10017,1.0
6897,71,1.0
6897,433,1.0
6897,3891,1.0
6897,3946,1.0
6897,10152,1.0
6898,393,1.0
6898,1763,1.0
6898,6633,1.0
6899,808,1.0
6899,892,1.0
6899,6142,1.0
6899,6187,1.0
6899,6349,1.0
6899,6382,1.0
6899,6402,1.0
6899,11500,1.0
6900,482,1.0
6900,803,1.0
6900,2115,1.0
6900,6136,1.0
6900,6813,1.0
6901,2452,1.0
6902,10644,1.0
6903,5228,1.0
6903,8746,1.0
6903,11110,1.0
6903,11864,1.0
6904,66,1.0
6904,682,1.0
6904,1024,1.0
6904,1067,1.0
6905,692,1.0
6905,6393,1.0
6906,8110,1.0
6907,6977,1.0
6908,2373,1.0
6908,3979,1.0
6908,7588,1.0
6908,7925,1.0
6908,8296,1.0
6908,11592,1.0
6909,866,1.0
6909,998,1.0
6909,2919,1.0
6909,6219,1.0
6909,6634,1.0
6909,9903,1.0
6909,10043,1.0
6910,28,1.0
6910,1116,1.0
6910,1176,1.0
6910,2753,1.0
6910,6918,1.0
6911,970,1.0
6911,1610,1.0
6911,1864,1.0
6911,6945,1.0
6911,8425,1.0
6911,10574,1.0
6912,2196,1.0
6912,7549,1.0
6912,8415,1.0
6912,9905,1.0
6913,902,1.0
6913,2430,1.0
6913,6634,1.0
6913,7729,1.0
6913,10010,1.0
6914,6950,1.0
6915,169,1.0
6915,1849,1.0
6915,2182,1.0
6915,3544,1.0
6915,3554,1.0
6915,7709,1.0
6915,8078,1.0
6915,8244,1.0
6915,8310,1.0
6916,2571,1.0
6917,2111,1.0
6917,4778,1.0
6917,4884,1.0
6917,6970,1.0
6917,8589,1.0
6918,920,1.0
6918,970,1.0
6918,1022,1.0
6918,2700,1.0
6918,6910,1.0
6918,9916,1.0
6918,10020,1.0
6919,6946,1.0
6920,2472,1.0
6921,234,1.0
6921,3952,1.0
6921,4577,1.0
6921,4608,1.0
6921,10139,1.0
6921,10574,1.0
6921,11871,1.0
6922,2264,1.0
6922,6936,1.0
6923,2812,1.0
6924,1019,1.0
6924,3360,1.0
6924,3629,1.0
6924,4098,1.0
6924,6595,1.0
6924,10156,1.0
6925,4135,1.0
6925,10077,1.0
6926,1236,1.0
6926,2747,1.0
6926,4912,1.0
6926,5081,1.0
6926,6519,1.0
6926,9560,1.0
6927,4740,1.0
6927,4886,1.0
6928,1189,1.0
6928,4687,1.0
6928,4926,1.0
6928,7033,1.0
6929,7846,1.0
6930,3939,1.0
6930,4546,1.0
6931,1632,1.0
6931,2117,1.0
6931,3250,1.0
6931,3716,1.0
6931,7700,1.0
6931,8404,1.0
6931,9452,1.0
6931,9615,1.0
6931,10770,1.0
6932,296,1.0
6932,360,1.0
6932,3360,1.0
6932,9977,1.0
6933,6983,1.0
6933,8415,1.0
6933,9905,1.0
6934,6974,1.0
6934,7014,1.0
6934,7700,1.0
6935,1895,1.0
6935,1984,1.0
6935,2142,1.0
6935,4980,1.0
6935,6942,1.0
6935,9373,1.0
6935,10647,1.0
6936,406,1.0
6936,494,1.0
6936,3970,1.0
6936,4558,1.0
6936,5904,1.0
6936,6922,1.0
6936,6973,1.0
6936,10148,1.0
6936,10491,1.0
6936,10841,1.0
6937,1047,1.0
6937,10541,1.0
6938,3849,1.0
6938,3965,1.0
6939,1146,1.0
6939,1169,1.0
6939,2525,1.0
6939,10581,1.0
6939,11605,1.0
6940,5085,1.0
6940,11276,1.0
6940,11870,1.0
6941,5130,1.0
6942,6935,1.0
6943,4891,1.0
6943,7088,1.0
6943,7700,1.0
6944,10047,1.0
6944,10954,1.0
6945,974,1.0
6945,4181,1.0
6945,4286,1.0
6945,4287,1.0
6945,6911,1.0
6945,10574,1.0
6945,11964,1.0
6946,2475,1.0
6946,6919,1.0
6947,4916,1.0
6948,963,1.0
6948,2772,1.0
6948,10500,1.0
6949,7084,1.0
6950,6914,1.0
6950,8818,1.0
6951,3581,1.0
6951,9986,1.0
6952,123,1.0
6952,2176,1.0
6952,3092,1.0
6952,4577,1.0
6952,5205,1.0
6952,8498,1.0
6952,8504,1.0
6952,10729,1.0
6952,10870,1.0
6952,10918,1.0
6953,2384,1.0
6954,4874,1.0
6954,7015,1.0
6954,9927,1.0
6955,4140,1.0
6955,5064,1.0
6955,11275,1.0
6956,181,1.0
6956,10063,1.0
6957,5005,1.0
6958,4740,1.0
6959,2807,1.0
6960,1110,1.0
6961,1948,1.0
6961,4467,1.0
6961,7836,1.0
6961,10096,1.0
6961,10901,1.0
6962,931,1.0
6962,971,1.0
6962,993,1.0
6962,6253,1.0
6963,2656,1.0
6963,5997,1.0
6963,6036,1.0
6964,852,1.0
6964,4250,1.0
6965,2520,1.0
6965,2846,1.0
6965,4958,1.0
6966,3990,1.0
6966,7325,1.0
6967,316,1.0
6967,644,1.0
6967,3773,1.0
6967,5179,1.0
6967,5196,1.0
6967,9591,1.0
6967,9864,1.0
6968,1723,1.0
6968,2067,1.0
6968,2773,1.0
6968,4367,1.0
6968,11147,1.0
6968,11851,1.0
6968,11875,1.0
6969,1173,1.0
6969,3573,1.0
6969,3671,1.0
6969,4754,1.0
6969,4888,1.0
6969,4920,1.0
6969,10425,1.0
6969,10797,1.0
6970,6917,1.0
6970,7092,1.0
6971,535,1.0
6971,1749,1.0
6971,3678,1.0
6971,4066,1.0
6971,4447,1.0
6971,6095,1.0
6971,8908,1.0
6972,3827,1.0
6972,4883,1.0
6973,6936,1.0
6973,9425,1.0
6973,10036,1.0
6974,28,1.0
6974,3367,1.0
6974,5134,1.0
6974,6934,1.0
6975,733,1.0
6976,4626,1.0
6976,5134,1.0
6976,6993,1.0
6976,7044,1.0
6977,4729,1.0
6977,4740,1.0
6977,5021,1.0
6977,5120,1.0
6977,6907,1.0
6977,7114,1.0
6977,11622,1.0
6978,165,1.0
6978,4619,1.0
6979,2052,1.0
6979,4938,1.0
6980,654,1.0
6980,3833,1.0
6981,4130,1.0
6981,11748,1.0
6982,2537,1.0
6982,4597,1.0
6982,5857,1.0
6982,7944,1.0
6982,10332,1.0
6983,2571,1.0
6983,4417,1.0
6983,5719,1.0
6983,6933,1.0
6983,10039,1.0
6984,1986,1.0
6984,2393,1.0
6984,4806,1.0
6984,8111,1.0
6985,7362,1.0
6986,7726,1.0
6987,91,1.0
6987,2027,1.0
6987,2279,1.0
6987,8149,1.0
6987,8298,1.0
6987,10556,1.0
6988,1120,1.0
6988,1139,1.0
6988,4234,1.0
6988,4781,1.0
6988,5156,1.0
6989,2293,1.0
6989,2484,1.0
6990,4558,1.0
6990,5231,1.0
6990,10840,1.0
6991,3098,1.0
6991,3998,1.0
6991,7521,1.0
6992,1264,1.0
6992,1300,1.0
6992,1957,1.0
6992,2570,1.0
6992,2578,1.0
6992,2738,1.0
6992,5226,1.0
6992,5734,1.0
6992,9306,1.0
6992,10717,1.0
6993,4153,1.0
6993,4455,1.0
6993,6976,1.0
6993,7032,1.0
6994,47,1.0
6994,2648,1.0
6994,6407,1.0
6995,2517,1.0
6995,5055,1.0
6996,10842,1.0
6997,4754,1.0
6997,4799,1.0
6997,4920,1.0
6997,4943,1.0
6998,169,1.0
6999,5584,1.0
7000,2724,1.0
7000,3154,1.0
7000,7452,1.0
7001,1743,1.0
7001,4758,8.52215e-17
7002,1728,1.0
7002,6008,1.0
7002,7605,1.0
7002,9185,1.0
7003,4525,1.0
7003,4531,1.0
7003,9666,1.0
7004,150,1.0
7004,536,1.0
7004,7348,1.0
7004,8168,1.0
7004,8847,1.0
7005,100,1.0
7005,1279,1.0
7005,4913,1.0
7005,4951,1.0
7005,4964,1.0
7006,29,1.0
7006,2424,1.0
7006,4615,1.0
7006,5401,1.0
7006,7038,1.0
7007,1107,1.0
7007,1391,1.0
7007,4750,1.0
7007,7106,1.0
7008,5554,1.0
7008,5907,1.0
7008,5937,1.0
7008,6759,1.0
7008,7498,1.0
7008,7536,1.0
7008,8618,1.0
7008,10056,1.0
7008,10388,1.0
7008,10950,1.0
7009,1346,1.0
7010,4327,1.0
7010,7685,1.0
7010,10480,1.0
7011,2227,1.0
7011,7012,1.0
7012,1940,1.0
7012,4749,1.0
7012,4843,1.0
7012,7011,1.0
7013,7455,1.0
7014,2537,1.0
7014,6934,1.0
7014,7047,1.0
7014,7067,1.0
7014,7831,1.0
7014,8384,1.0
7015,4808,1.0
7015,4874,1.0
7015,4987,1.0
7015,5058,1.0
7015,6954,1.0
7015,7026,1.0
7015,10757,1.0
7016,1263,1.0
7016,1278,1.0
7016,4954,1.0
7016,4972,1.0
7016,5094,1.0
7017,4207,1.0
7018,4125,1.0
7018,7082,1.0
7019,338,1.0
7019,522,1.0
7019,923,1.0
7019,1318,1.0
7019,1353,1.0
7019,1403,1.0
7019,2556,1.0
7019,2675,1.0
7019,4140,1.0
7019,5152,1.0
7019,6319,1.0
7019,7052,1.0
7019,10060,1.0
7020,1501,1.0
7021,338,1.0
7021,10766,1.0
7022,1140,1.0
7022,1204,1.0
7022,3366,1.0
7023,267,1.0
7023,2775,1.0
7023,4801,1.0
7023,5119,1.0
7023,10492,1.0
7023,11243,1.0
7023,11264,1.0
7024,5873,1.0
7024,6888,1.0
7024,7311,1.0
7024,7852,1.0
7024,11687,1.0
7025,1202,1.0
7025,2052,1.0
7026,4606,1.0
7026,4980,1.0
7026,5653,1.0
7026,7015,1.0
7026,7092,1.0
7026,7469,1.0
7026,8335,1.0
7026,8794,1.0
7026,10755,1.0
7027,2337,1.0
7027,4227,1.0
7027,4903,1.0
7027,4904,1.0
7027,7042,1.0
7027,7065,1.0
7028,1088,1.0
7028,4488,1.0
7028,8518,1.0
7028,10825,1.0
7029,2046,1.0
7029,4285,1.0
7029,5594,1.0
7030,1247,1.0
7030,2263,1.0
7030,3273,1.0
7030,3719,1.0
7030,3846,1.0
7030,4488,1.0
7030,11916,1.0
7031,7297,1.0
7032,2196,1.0
7032,2199,1.0
7032,4036,1.0
7032,4455,1.0
7032,4809,1.0
7032,6993,1.0
7032,10503,1.0
7032,10616,1.0
7033,4774,1.0
7033,5120,1.0
7033,6928,1.0
7034,3833,1.0
7034,4948,1.0
7034,5007,1.0
7034,6289,1.0
7035,4781,1.0
7035,7090,1.0
7035,7107,1.0
7036,29,1.0
7036,4810,1.0
7036,4882,1.0
7036,5106,1.0
7036,6675,1.0
7036,7582,1.0
7036,9726,1.0
7036,10470,1.0
7037,689,1.0
7038,4803,1.0
7038,7006,1.0
7039,4969,1.0
7039,5005,1.0
7039,7197,1.0
7039,7310,1.0
7040,1153,1.0
7040,4754,1.0
7040,4852,1.0
7040,10825,1.0
7041,173,1.0
7041,217,1.0
7041,1769,1.0
7041,2006,1.0
7041,7121,1.0
7041,10168,1.0
7041,10527,1.0
7041,10589,1.0
7041,10590,1.0
7042,7027,1.0
7043,1378,1.0
7043,3472,1.0
7044,4626,1.0
7044,4729,1.0
7044,4809,1.0
7044,5099,1.0
7044,5117,1.0
7044,6976,1.0
7044,7114,1.0
7044,8475,1.0
7045,5067,1.0
7045,7046,1.0
7045,7074,1.0
7046,7045,1.0
7046,7047,1.0
7047,2805,1.0
7047,7014,1.0
7047,7046,1.0
7048,1696,1.0
7049,7062,1.0
7049,7097,1.0
7050,1338,1.0
7050,5123,1.0
7050,5144,1.0
7050,7076,1.0
7050,7084,1.0
7051,3000,1.0
7052,1617,1.0
7052,2131,1.0
7052,2946,1.0
7052,4137,1.0
7052,7019,1.0
7052,7054,1.0
7052,7066,1.0
7053,2565,1.0
7053,2749,1.0
7053,6642,1.0
7053,6894,1.0
7053,7123,1.0
7053,7829,1.0
7053,8023,1.0
7053,8663,1.0
7053,11616,1.0
7054,3607,1.0
7054,6697,1.0
7054,7052,1.0
7054,10059,1.0
7055,2337,1.0
7055,4777,1.0
7056,1294,1.0
7056,2774,1.0
7056,4730,1.0
7056,5062,1.0
7056,5536,1.0
7057,1120,1.0
7057,1261,1.0
7057,4810,1.0
7057,5970,1.0
7058,4705,1.0
7058,4816,1.0
7059,4980,1.0
7060,4944,1.0
7060,4977,1.0
7060,5030,1.0
7060,5074,1.0
7060,5162,1.0
7061,9357,1.0
7062,5108,1.0
7062,7049,1.0
7063,933,1.0
7063,1318,1.0
7063,1488,1.0
7063,1781,1.0
7063,3219,1.0
7063,4760,1.0
7063,4882,1.0
7063,4973,1.0
7063,5126,1.0
7063,7066,1.0
7063,7073,1.0
7063,10867,1.0
7064,1168,1.0
7065,66,1.0
7065,2337,1.0
7065,6286,1.0
7065,7027,1.0
7065,10908,1.0
7066,1168,1.0
7066,4973,1.0
7066,7052,1.0
7066,7063,1.0
7067,4032,1.0
7067,4740,1.0
7067,7014,1.0
7067,7072,1.0
7068,10827,1.0
7069,1977,1.0
7070,1527,1.0
7071,1284,1.0
7071,1756,1.0
7071,4281,1.0
7071,4782,1.0
7071,5342,1.0
7071,7565,1.0
7071,11871,1.0
7072,102,1.0
7072,1849,1.0
7072,4057,1.0
7072,4663,1.0
7072,5151,1.0
7072,7067,1.0
7072,7831,1.0
7072,8297,1.0
7073,7063,1.0
7074,1361,1.0
7074,2539,1.0
7074,4992,1.0
7074,5012,1.0
7074,5051,1.0
7074,5148,1.0
7074,7045,1.0
7074,7086,1.0
7074,7103,1.0
7074,9902,1.0
7075,1338,1.0
7075,11199,1.0
7075,11468,1.0
7076,163,1.0
7076,951,1.0
7076,1090,1.0
7076,4704,1.0
7076,7050,1.0
7076,9126,1.0
7077,1168,1.0
7077,4791,1.0
7077,9414,1.0
7077,10708,1.0
7078,901,1.0
7079,4871,1.0
7079,4885,1.0
7080,4612,1.0
7081,4787,1.0
7082,7018,1.0
7083,4636,1.0
7084,163,1.0
7084,1082,1.0
7084,1338,1.0
7084,2385,1.0
7084,2593,1.0
7084,5123,1.0
7084,6949,1.0
7084,7050,1.0
7085,4903,1.0
7085,4904,1.0
7085,7293,1.0
7085,10474,1.0
7086,1036,1.0
7086,1083,1.0
7086,4913,1.0
7086,5045,1.0
7086,7074,1.0
7087,156,1.0
7087,910,1.0
7087,7531,1.0
7087,7650,1.0
7087,7858,1.0
7087,8311,1.0
7087,10146,1.0
7087,10545,1.0
7087,11756,1.0
7088,121,1.0
7088,181,1.0
7088,1377,1.0
7088,2139,1.0
7088,5144,1.0
7088,6943,1.0
7088,7114,1.0
7089,2874,1.0
7090,4672,1.0
7090,4699,1.0
7090,4768,1.0
7090,5069,1.0
7090,5112,1.0
7090,5156,1.0
7090,7035,1.0
7090,7104,1.0
7091,1096,1.0
7091,1414,1.0
7091,1488,1.0
7091,4615,1.0
7092,20,1.0
7092,1281,1.0
7092,2363,1.0
7092,4383,1.0
7092,6970,1.0
7092,7026,1.0
7092,7907,1.0
7092,7912,1.0
7093,4753,1.0
7094,2399,1.0
7094,4817,1.0
7094,5568,1.0
7094,10365,1.0
7094,10719,1.0
7094,10966,1.0
7095,11829,1.0
7096,4758,1.0
7096,7106,1.0
7097,41,1.0
7097,5112,1.0
7097,7049,1.0
7098,251,1.0
7098,4186,1.0
7098,5813,1.0
7098,6523,1.0
7098,8032,1.0
7098,10145,1.0
7098,10426,1.0
7099,1570,1.0
7099,4740,1.0
7099,4994,1.0
7099,5808,1.0
7100,2651,1.0
7100,5332,1.0
7101,2507,1.0
7101,4078,1.0
7101,4529,1.0
7101,8093,1.0
7102,3839,1.0
7102,6790,1.0
7102,9729,1.0
7103,7074,1.0
7104,1662,1.0
7104,4699,1.0
7104,4802,1.0
7104,4893,1.0
7104,7090,1.0
7104,11905,1.0
7105,2964,1.0
7105,3671,1.0
7105,4746,1.0
7105,10425,1.0
7106,1217,1.0
7106,1233,1.0
7106,4878,1.0
7106,7007,1.0
7106,7096,1.0
7106,10595,1.0
7107,1526,1.0
7107,4582,1.0
7107,4612,1.0
7107,4921,1.0
7107,4957,1.0
7107,7035,1.0
7107,8518,1.0
7108,4529,1.0
7108,4567,1.0
7108,8093,1.0
7108,8556,1.0
7108,8958,1.0
7108,10503,1.0
7108,10830,1.0
7109,4997,1.0
7109,10843,1.0
7110,4709,1.0
7111,4488,1.0
7112,1024,1.0
7112,1918,1.0
7112,4475,1.0
7112,4914,1.0
7112,5037,1.0
7112,5802,1.0
7112,7686,1.0
7112,8361,1.0
7112,10183,1.0
7113,3964,1.0
7113,4485,1.0
7113,5030,1.0
7113,8498,1.0
7113,10701,1.0
7114,4626,1.0
7114,4650,1.0
7114,5120,1.0
7114,5719,1.0
7114,6977,1.0
7114,7044,1.0
7114,7088,1.0
7114,10203,1.0
7115,1273,1.0
7115,1285,1.0
7115,1332,1.0
7115,4304,1.0
7115,4772,1.0
7116,4580,1.0
7116,5043,1.0
7116,5093,1.0
7116,8703,1.0
7116,10358,1.0
7116,10610,1.0
7116,11349,1.0
7117,2636,1.0
7117,7892,1.0
7117,8449,1.0
7117,9633,1.0
7118,1599,1.0
7118,1877,1.0
7118,1930,1.0
7118,3432,1.0
7118,3873,1.0
7118,10054,1.0
7118,10650,1.0
7119,490,1.0
7119,1105,1.0
7119,1127,1.0
7119,3607,1.0
7119,4684,1.0
7119,10060,1.0
7120,10848,1.0
7121,2533,1.0
7121,7041,1.0
7121,7990,1.0
7122,3543,1.0
7122,3662,1.0
7122,7505,1.0
7122,7706,1.0
7122,8292,1.0
7122,8877,1.0
7123,1288,1.0
7123,1615,1.0
7123,2271,1.0
7123,4049,1.0
7123,7053,1.0
7123,7829,1.0
7123,8047,1.0
7123,11774,1.0
7124,5653,1.0
7125,11759,1.0
7126,4332,1.0
7126,4453,1.0
7126,8137,1.0
7126,8276,1.0
7126,8758,1.0
7126,9634,1.0
7127,8263,1.0
7128,8143,1.0
7129,7877,1.0
7130,94,1.0
7130,2981,1.0
7130,5953,1.0
7130,8125,1.0
7131,115,1.0
7131,1761,1.0
7131,2692,1.0
7131,4002,1.0
7131,5370,1.0
7131,5986,1.0
7131,7208,1.0
7131,7451,1.0
7131,7656,1.0
7131,8119,1.0
7131,8193,1.0
7131,8400,1.0
7132,3994,1.0
7132,4338,1.0
7132,7542,1.0
7132,7811,1.0
7132,7999,1.0
7132,12014,1.0
7133,269,1.0
7133,1825,1.0
7133,2948,1.0
7133,5980,1.0
7133,7402,1.0
7133,9161,1.0
7134,1619,1.0
7134,6077,1.0
7134,7594,1.0
7134,7616,1.0
7134,9088,1.0
7134,9774,1.0
7134,11158,1.0
7135,5598,1.0
7135,5981,1.0
7135,7825,1.0
7135,8079,1.0
7136,4128,1.0
7137,5437,1.0
7137,5820,1.0
7137,6490,1.0
7137,6779,1.0
7137,7358,1.0
7137,9371,1.0
7137,10307,1.0
7137,10420,1.0
7137,11792,1.0
7138,18,1.0
7138,1733,1.0
7138,5389,1.0
7139,3811,1.0
7139,5370,1.0
7139,7809,1.0
7139,7977,1.0
7139,8046,1.0
7139,8278,1.0
7139,10269,1.0
7139,10552,1.0
7139,10759,1.0
7140,1867,1.0
7140,3901,1.0
7140,7942,1.0
7141,5906,1.0
7141,7345,1.0
7141,11070,1.0
7142,27,1.0
7142,3109,1.0
7142,3948,1.0
7142,7312,1.0
7142,7552,1.0
7142,8634,1.0
7142,9468,1.0
7142,10165,1.0
7142,11764,1.0
7143,5251,1.0
7144,3389,1.0
7144,8034,1.0
7144,8133,1.0
7144,8312,1.0
7144,10618,1.0
7145,71,1.0
7145,983,1.0
7145,4048,1.0
7145,4356,1.0
7145,7205,1.0
7145,7957,1.0
7145,8322,1.0
7145,10187,1.0
7146,3244,1.0
7146,6771,1.0
7146,9348,1.0
7147,553,1.0
7147,4047,1.0
7147,5805,1.0
7147,6016,1.0
7147,7621,1.0
7147,7921,1.0
7148,5034,1.0
7148,5164,1.0
7148,5977,1.0
7148,6101,1.0
7148,6158,1.0
7148,7802,1.0
7148,7968,1.0
7148,8344,1.0
7148,9788,1.0
7149,398,1.0
7149,2024,1.0
7149,2087,1.0
7149,4566,1.0
7149,5181,1.0
7149,6607,1.0
7149,8261,1.0
7149,9047,1.0
7149,10121,1.0
7150,481,1.0
7150,1497,1.0
7150,1640,1.0
7150,2095,1.0
7150,6241,1.0
7150,9768,1.0
7150,11314,1.0
7150,11665,1.0
7151,1989,1.0
7151,5670,1.0
7151,5992,1.0
7151,6153,1.0
7151,7323,1.0
7151,7682,1.0
7151,7864,1.0
7151,9282,1.0
7151,11939,1.0
7152,1631,1.0
7152,1937,1.0
7152,1963,1.0
7152,2607,1.0
7152,4269,1.0
7152,7235,1.0
7152,7296,1.0
7152,7695,1.0
7152,9494,1.0
7152,9624,1.0
7152,10190,1.0
7152,10597,1.0
7152,10893,1.0
7153,2552,1.0
7153,6824,1.0
7153,7575,1.0
7153,9785,1.0
7153,9993,1.0
7153,10549,1.0
7154,3528,1.0
7154,7969,1.0
7154,9699,1.0
7155,2098,1.0
7156,1731,1.0
7156,1840,1.0
7156,4444,1.0
7156,5650,1.0
7156,7214,1.0
7156,8895,1.0
7156,9404,1.0
7156,10367,1.0
7157,569,1.0
7157,2034,1.0
7157,8547,1.0
7157,8548,1.0
7158,224,1.0
7158,1784,1.0
7158,7369,1.0
7158,9347,1.0
7158,11106,1.0
7158,11815,1.0
7159,7945,1.0
7159,11325,1.0
7160,290,1.0
7160,536,1.0
7160,1887,1.0
7160,8168,1.0
7160,9990,1.0
7161,8097,1.0
7161,8127,1.0
7161,9758,1.0
7162,1901,1.0
7162,5911,1.0
7162,6008,1.0
7162,7231,1.0
7162,7454,1.0
7162,7546,1.0
7162,7662,1.0
7162,7922,1.0
7162,10305,1.0
7162,10803,1.0
7162,10816,1.0
7163,914,1.0
7163,2287,1.0
7163,7489,1.0
7163,8268,1.0
7163,8354,1.0
7164,1640,1.0
7164,2190,1.0
7164,5943,1.0
7164,5945,1.0
7164,5956,1.0
7164,7690,1.0
7165,2190,1.0
7165,5943,1.0
7165,6291,1.0
7165,9761,1.0
7166,226,1.0
7166,2625,1.0
7166,7328,1.0
7167,1298,1.0
7167,1966,1.0
7167,2265,1.0
7167,2601,1.0
7167,2787,1.0
7167,4346,1.0
7167,4500,1.0
7167,10175,1.0
7167,10276,1.0
7168,635,1.0
7168,8584,1.0
7168,9194,1.0
7168,9453,1.0
