Wealth.index,Type.of.place.of.residence,Frequency.eats.fish,Frequency.eats.chicken.or.meat,Has.refrigerator,id
2,1,0,2,1,1140
3,1,0,2,1,1141
3,1,1,2,1,1142
1,1,0,1,0,1143
1,1,1,1,0,1144
0,1,0,1,0,1145
1,1,1,1,0,1146
1,1,1,1,0,1147
3,1,0,1,1,1148
3,0,1,2,1,1149
1,1,2,2,0,1150
3,1,1,1,1,1151
1,1,0,2,0,1152
2,1,2,3,0,1153
4,1,2,2,1,1154
2,0,0,2,1,1155
1,0,2,2,0,1156
4,1,1,2,1,1157
3,1,1,1,1,1158
4,1,0,0,1,1159
2,0,2,2,0,1160
4,1,0,1,1,1161
0,1,0,1,0,1162
4,0,2,2,1,1163
3,1,0,0,1,1164
4,0,0,0,1,1165
4,0,0,0,1,1166
4,0,0,0,1,1167
3,1,0,1,0,1168
1,1,1,1,0,1169
2,1,1,2,0,1170
1,1,1,2,0,1171
1,1,0,1,0,1172
1,1,0,2,0,1173
1,1,1,1,0,1174
1,1,0,2,0,1175
2,1,1,1,1,1176
2,1,1,1,1,1177
2,1,1,1,1,1178
2,1,1,1,0,1179
1,1,1,2,0,1180
0,1,1,2,0,1181
0,1,0,1,0,1182
0,1,0,2,0,1183
4,1,0,0,1,1184
4,1,0,0,1,1185
3,1,1,1,1,1186
4,1,0,0,1,1187
1,1,1,1,0,1188
1,1,1,2,0,1189
1,1,0,1,0,1190
1,0,1,2,0,1191
4,1,0,0,1,1192
2,1,1,1,0,1193
0,1,0,1,0,1194
4,1,1,2,1,1195
3,1,0,0,1,1196
2,1,2,2,1,1197
3,1,0,0,1,1198
4,1,0,0,1,1199
2,1,0,0,1,1200
4,1,0,0,1,1201
4,1,1,1,1,1202
4,1,1,3,1,1203
1,1,2,2,0,1204
1,1,0,2,0,1205
3,1,1,2,0,1206
0,1,1,1,0,1207
0,1,1,1,0,1208
2,1,0,0,0,1209
3,0,0,0,0,1210
0,1,1,1,0,1211
2,1,1,1,0,1212
2,1,1,1,1,1213
4,0,2,2,1,1214
4,0,1,1,1,1215
3,1,1,1,1,1216
0,1,2,2,0,1217
1,1,1,1,0,1218
1,1,1,2,0,1219
1,1,2,2,0,1220
4,0,0,1,1,1221
4,0,1,1,1,1222
2,1,1,1,0,1223
1,1,0,1,0,1224
1,1,0,1,0,1225
4,1,0,0,1,1226
4,0,0,2,1,1227
3,1,0,0,1,1228
0,0,0,1,0,1229
4,0,0,0,1,1230
1,1,1,1,0,1231
1,1,1,1,0,1232
2,1,2,2,0,1233
4,1,2,2,1,1234
3,1,1,2,1,1235
4,1,0,1,1,1236
2,1,1,1,1,1237
3,1,1,2,1,1238
3,1,1,1,1,1239
1,1,2,3,0,1240
1,1,0,2,0,1241
0,1,0,1,0,1242
1,1,1,1,0,1243
0,1,2,1,0,1244
2,1,1,2,0,1245
1,1,0,1,0,1246
1,1,1,2,0,1247
4,1,2,2,1,1248
4,1,2,2,1,1249
4,1,2,2,1,1250
4,1,1,2,1,1251
4,1,0,0,1,1252
2,1,0,1,0,1253
3,1,2,2,1,1254
4,1,0,0,1,1255
1,1,0,0,0,1256
1,1,1,1,0,1257
4,0,0,2,1,1258
3,0,2,2,0,1259
3,0,0,0,0,1260
1,1,2,2,0,1261
4,1,1,2,1,1262
3,0,0,2,1,1263
3,0,1,2,1,1264
1,1,0,0,1,1265
1,1,0,1,0,1266
1,1,1,1,0,1267
1,1,0,0,0,1268
2,1,0,1,0,1269
3,1,0,0,1,1270
4,1,0,0,1,1271
4,1,1,1,1,1272
1,1,1,2,0,1273
0,1,0,1,0,1274
0,1,0,0,0,1275
2,1,0,2,1,1276
4,0,0,0,1,1277
4,0,1,1,1,1278
4,0,2,2,1,1279
3,0,2,2,1,1280
1,0,3,3,0,1281
4,1,0,2,1,1282
3,1,2,2,0,1283
2,0,2,2,0,1284
1,1,1,2,0,1285
2,1,2,2,1,1286
2,1,1,1,0,1287
4,1,1,1,1,1288
3,1,1,1,1,1289
4,1,1,1,1,1290
4,1,1,1,1,1291
2,1,1,1,0,1292
0,1,0,0,0,1293
4,1,1,2,1,1294
1,1,1,2,0,1295
1,0,1,1,0,1296
4,1,2,1,1,1297
2,1,1,1,0,1298
4,0,1,1,1,1299
2,0,0,2,1,1300
3,0,0,2,1,1301
4,1,1,2,1,1302
4,1,1,1,1,1303
4,1,1,2,1,1304
4,0,2,2,1,1305
4,0,2,2,1,1306
4,0,0,0,1,1307
4,0,2,2,1,1308
4,0,2,2,1,1309
1,1,0,1,0,1310
4,0,1,2,1,1311
4,0,2,3,1,1312
4,0,1,1,1,1313
3,1,0,0,1,1314
1,1,0,0,0,1315
4,1,2,2,1,1316
2,0,1,1,1,1317
3,1,1,3,1,1318
4,1,2,2,1,1319
3,1,1,1,1,1320
1,1,2,2,0,1321
4,0,2,0,1,1322
4,0,1,2,1,1323
2,1,2,0,0,1324
2,1,1,2,0,1325
0,1,0,0,0,1326
1,0,1,1,0,1327
4,0,2,2,1,1328
4,0,1,2,1,1329
4,0,1,1,1,1330
4,1,0,0,1,1331
0,1,2,2,0,1332
0,1,2,1,0,1333
0,1,1,0,0,1334
3,1,3,3,1,1335
2,1,1,2,0,1336
1,1,1,2,0,1337
1,1,1,1,0,1338
3,1,1,2,0,1339
2,1,0,1,0,1340
0,1,1,1,0,1341
0,1,1,1,0,1342
2,0,1,2,0,1343
2,0,1,1,0,1344
3,0,1,2,1,1345
2,0,3,3,1,1346
1,0,1,2,0,1347
2,1,0,0,1,1348
4,0,3,3,1,1349
4,0,3,2,1,1350
4,0,1,1,1,1351
4,0,0,1,1,1352
3,1,1,2,1,1353
3,1,2,2,0,1354
0,1,1,1,0,1355
3,0,0,0,1,1356
2,1,0,1,0,1357
1,1,0,1,0,1358
2,1,1,1,0,1359
4,1,0,1,1,1360
4,1,0,1,1,1361
4,1,0,0,1,1362
2,1,1,1,0,1363
1,1,0,0,0,1364
1,1,0,0,0,1365
4,0,1,1,1,1366
3,0,0,0,1,1367
3,1,1,1,0,1368
3,1,1,1,0,1369
2,1,1,2,0,1370
3,1,2,1,0,1371
3,1,1,2,0,1372
4,0,2,2,1,1373
4,0,0,0,1,1374
4,0,0,2,1,1375
1,1,1,1,0,1376
1,1,2,2,0,1377
3,1,1,2,1,1378
3,1,0,1,1,1379
1,1,0,0,0,1380
4,0,0,2,1,1381
4,1,2,2,0,1382
2,1,0,0,0,1383
4,1,2,2,1,1384
4,1,0,0,1,1385
4,1,0,2,1,1386
4,1,2,2,1,1387
4,1,2,2,1,1388
4,1,2,2,1,1389
3,1,0,0,1,1390
1,1,2,2,0,1391
2,1,1,2,0,1392
2,1,0,1,0,1393
2,1,1,1,1,1394
1,1,1,1,0,1395
2,1,0,2,1,1396
4,1,1,0,1,1397
3,1,1,1,1,1398
3,1,1,2,1,1399
1,1,1,1,0,1400
1,1,1,1,0,1401
4,1,1,1,1,1402
4,1,1,1,1,1403
2,1,2,2,0,1404
4,1,1,1,1,1405
3,1,2,1,1,1406
2,1,0,1,1,1407
3,1,1,0,0,1408
3,1,0,1,0,1409
0,1,0,1,0,1410
0,1,0,1,0,1411
2,1,0,1,0,1412
0,1,0,1,0,1413
0,1,1,1,0,1414
1,1,1,1,0,1415
1,1,0,0,0,1416
1,1,0,0,0,1417
4,0,1,2,1,1418
2,1,1,3,1,1419
4,0,2,2,1,1420
2,1,1,2,0,1421
3,1,1,2,0,1422
3,1,0,0,1,1423
3,1,2,1,1,1424
2,1,1,2,0,1425
1,1,0,2,0,1426
1,1,0,0,0,1427
4,1,0,0,1,1428
0,1,0,2,0,1429
2,1,1,1,0,1430
0,1,1,1,0,1431
1,1,0,0,0,1432
3,0,0,0,0,1433
3,0,1,2,0,1434
2,1,0,0,0,1435
2,1,1,1,0,1436
4,0,2,2,1,1437
3,1,1,1,1,1438
1,0,2,2,0,1439
2,1,1,1,0,1440
3,0,1,1,0,1441
0,1,1,1,0,1442
1,0,1,1,0,1443
1,0,1,1,0,1444
2,0,0,3,0,1445
0,1,1,1,0,1446
2,1,2,2,1,1447
1,1,2,2,0,1448
3,0,1,1,0,1449
3,1,2,2,0,1450
2,0,1,2,0,1451
4,0,1,1,1,1452
2,1,2,2,1,1453
3,0,1,1,1,1454
3,0,1,1,1,1455
3,0,3,3,1,1456
3,0,1,1,0,1457
1,0,2,2,0,1458
2,0,1,1,0,1459
4,0,1,2,1,1460
4,0,1,1,1,1461
0,1,2,2,0,1462
1,1,2,2,0,1463
1,0,2,2,0,1464
0,0,2,2,0,1465
1,0,2,2,0,1466
0,0,1,1,0,1467
4,0,2,2,1,1468
2,1,1,1,0,1469
2,1,0,1,0,1470
2,1,2,2,0,1471
4,1,1,1,1,1472
4,0,0,0,1,1473
4,0,2,2,1,1474
4,0,0,0,1,1475
0,1,1,1,0,1476
4,0,2,2,1,1477
2,0,1,1,0,1478
1,1,2,2,0,1479
0,1,3,3,0,1480
3,0,1,1,0,1481
3,0,2,2,1,1482
4,0,1,1,1,1483
4,0,2,2,1,1484
4,0,1,1,1,1485
3,0,2,2,0,1486
3,0,2,2,1,1487
0,1,1,1,0,1488
2,1,1,1,0,1489
1,1,1,1,0,1490
0,1,1,1,0,1491
3,0,1,1,0,1492
4,0,1,1,1,1493
2,1,1,1,1,1494
3,1,2,2,0,1495
4,0,2,2,1,1496
4,0,2,2,1,1497
4,0,1,1,1,1498
1,0,1,1,0,1499
4,0,1,1,1,1500
0,1,1,1,0,1501
3,1,1,2,1,1502
1,0,2,2,0,1503
0,1,2,2,0,1504
4,0,1,1,1,1505
0,1,1,2,0,1506
4,0,2,2,1,1507
4,0,1,1,1,1508
4,1,2,2,1,1509
4,0,2,2,1,1510
0,1,0,1,0,1511
1,1,1,1,0,1512
2,0,2,2,0,1513
2,0,1,1,1,1514
2,1,0,0,0,1515
4,0,1,1,0,1516
4,0,2,2,1,1517
2,1,3,1,0,1518
3,0,1,1,1,1519
0,1,1,1,0,1520
2,1,2,2,1,1521
3,1,1,1,0,1522
4,0,0,0,1,1523
3,0,2,2,1,1524
0,1,1,0,0,1525
0,1,2,2,0,1526
1,1,1,1,0,1527
0,1,1,1,0,1528
4,0,2,2,1,1529
1,0,1,3,0,1530
4,0,3,3,1,1531
3,0,2,2,0,1532
3,0,2,2,1,1533
4,0,0,0,1,1534
2,1,2,1,0,1535
3,0,2,2,1,1536
1,0,1,2,0,1537
0,1,1,1,0,1538
1,1,1,1,0,1539
3,1,1,1,1,1540
0,1,1,1,0,1541
4,0,2,2,1,1542
3,0,2,0,1,1543
2,1,2,1,0,1544
3,0,2,2,0,1545
3,1,1,1,0,1546
0,1,2,2,0,1547
0,1,2,2,0,1548
1,0,2,2,0,1549
0,1,1,2,0,1550
0,1,1,1,0,1551
2,0,1,1,0,1552
2,1,0,0,0,1553
3,0,2,2,1,1554
4,0,2,2,1,1555
3,0,0,1,0,1556
3,0,1,1,1,1557
0,1,1,1,0,1558
0,1,1,1,0,1559
0,1,0,2,0,1560
1,1,1,1,0,1561
0,1,2,2,0,1562
2,0,2,2,1,1563
0,1,2,2,0,1564
2,1,1,1,0,1565
1,1,2,2,0,1566
0,1,1,1,0,1567
2,1,1,1,0,1568
2,1,1,0,0,1569
1,1,2,2,0,1570
4,0,2,1,1,1571
4,0,2,2,1,1572
3,0,2,2,0,1573
4,0,2,2,1,1574
3,0,2,2,1,1575
4,0,1,1,1,1576
0,1,2,2,0,1577
0,1,1,1,0,1578
2,1,2,2,0,1579
2,1,1,1,0,1580
0,1,1,1,0,1581
0,1,1,1,0,1582
4,0,1,2,1,1583
2,0,1,1,0,1584
3,0,1,1,0,1585
3,0,1,1,1,1586
2,1,1,1,0,1587
1,1,2,2,0,1588
2,1,1,1,0,1589
4,0,2,2,0,1590
4,0,2,2,0,1591
2,1,1,1,0,1592
0,1,2,2,0,1593
1,1,2,2,0,1594
0,1,2,2,0,1595
0,1,1,1,0,1596
3,1,1,1,0,1597
3,1,1,0,0,1598
2,0,2,2,0,1599
2,1,1,0,0,1600
1,1,2,1,0,1601
2,1,2,2,0,1602
2,0,2,2,0,1603
3,1,2,1,0,1604
3,1,1,1,0,1605
2,1,1,1,1,1606
3,1,1,1,0,1607
2,1,1,1,0,1608
2,0,0,0,0,1609
1,0,1,2,0,1610
2,1,2,2,0,1611
1,1,1,1,0,1612
3,1,1,1,1,1613
2,1,0,0,0,1614
3,1,1,1,1,1615
0,1,0,0,0,1616
0,1,0,0,0,1617
4,0,0,0,1,1618
4,0,1,1,1,1619
4,0,2,2,1,1620
4,0,0,0,1,1621
2,0,1,1,0,1622
4,0,0,0,1,1623
0,1,1,0,0,1624
2,1,1,2,0,1625
4,0,1,1,1,1626
2,1,1,1,0,1627
1,1,2,2,0,1628
2,1,2,2,0,1629
4,0,1,1,1,1630
2,0,2,2,0,1631
0,1,2,2,0,1632
3,0,1,1,0,1633
3,1,1,1,0,1634
1,1,1,1,0,1635
3,0,1,2,1,1636
1,1,2,2,0,1637
0,1,1,1,0,1638
2,0,2,2,0,1639
4,0,2,2,1,1640
4,0,1,2,1,1641
0,1,1,1,0,1642
1,1,0,0,0,1643
1,1,2,2,0,1644
0,1,1,1,0,1645
0,1,0,0,0,1646
0,1,1,0,0,1647
0,1,0,0,0,1648
0,1,2,1,0,1649
0,1,2,1,0,1650
0,1,1,1,0,1651
0,1,0,0,0,1652
0,1,1,1,0,1653
1,0,1,1,0,1654
4,0,1,1,0,1655
1,1,0,0,0,1656
0,1,1,1,0,1657
3,1,2,2,1,1658
3,0,1,2,1,1659
0,1,2,2,0,1660
3,0,1,1,0,1661
0,1,1,1,0,1662
0,1,1,0,0,1663
3,0,1,1,0,1664
0,1,2,2,0,1665
0,1,1,1,0,1666
0,1,0,1,0,1667
0,1,1,1,0,1668
3,1,2,2,0,1669
4,0,2,2,1,1670
4,0,1,2,1,1671
2,1,0,0,0,1672
4,0,1,1,1,1673
1,1,1,1,0,1674
3,1,0,0,0,1675
4,0,2,2,0,1676
2,1,2,2,0,1677
2,1,2,2,0,1678
2,1,2,2,0,1679
0,1,1,1,0,1680
0,1,1,1,0,1681
0,1,1,1,0,1682
0,1,1,1,0,1683
1,1,1,1,0,1684
0,1,1,1,0,1685
4,1,1,1,1,1686
2,0,1,1,0,1687
3,0,0,0,1,1688
4,0,1,1,1,1689
2,0,1,2,1,1690
0,1,1,1,0,1691
1,1,2,1,0,1692
2,1,0,0,0,1693
0,1,1,1,0,1694
1,1,1,0,0,1695
0,1,1,1,0,1696
0,1,1,1,0,1697
0,1,2,2,0,1698
1,1,2,0,0,1699
4,0,1,1,1,1700
3,1,1,1,0,1701
2,1,1,1,0,1702
2,1,1,1,0,1703
1,1,2,2,0,1704
2,1,1,1,0,1705
1,1,1,1,0,1706
2,1,2,2,0,1707
1,1,2,2,0,1708
0,1,0,0,0,1709
0,1,0,0,0,1710
0,1,1,1,0,1711
0,1,1,1,0,1712
4,0,1,1,1,1713
0,1,2,2,0,1714
4,0,1,1,1,1715
3,0,1,1,0,1716
0,1,1,1,0,1717
2,1,2,2,0,1718
1,1,0,1,0,1719
1,1,2,2,0,1720
4,0,2,1,1,1721
1,1,2,1,0,1722
1,1,1,2,0,1723
1,1,1,1,0,1724
2,1,2,2,0,1725
1,0,1,1,0,1726
1,1,1,1,0,1727
2,0,2,2,0,1728
3,0,2,2,1,1729
0,1,1,1,0,1730
2,0,1,1,0,1731
3,0,2,2,0,1732
1,1,2,2,0,1733
2,0,2,2,0,1734
0,1,0,0,0,1735
0,1,0,0,0,1736
2,0,2,2,0,1737
4,0,0,0,1,1738
2,0,1,1,0,1739
4,0,2,2,1,1740
0,1,1,1,0,1741
0,1,1,1,0,1742
3,1,2,2,0,1743
4,0,2,2,1,1744
4,0,2,2,1,1745
4,0,2,2,1,1746
0,1,1,2,0,1747
1,1,1,1,0,1748
2,0,2,2,1,1749
2,1,0,0,0,1750
4,1,3,1,1,1751
2,1,0,0,0,1752
3,0,2,2,1,1753
0,1,3,2,0,1754
4,0,2,2,1,1755
3,0,1,2,0,1756
4,1,0,0,1,1757
3,0,3,3,0,1758
3,0,1,1,0,1759
1,1,1,1,0,1760
3,1,2,2,1,1761
1,1,1,1,0,1762
3,0,0,0,1,1763
3,0,1,2,0,1764
2,0,1,2,0,1765
0,1,0,0,0,1766
3,1,1,2,1,1767
3,1,2,2,1,1768
2,1,1,2,0,1769
3,0,0,0,0,1770
4,0,0,0,1,1771
3,0,0,0,0,1772
3,1,0,0,1,1773
2,1,0,0,0,1774
4,0,0,0,1,1775
4,0,0,0,1,1776
3,1,0,0,0,1777
3,0,1,1,0,1778
4,0,2,2,1,1779
4,1,1,1,1,1780
2,1,3,2,0,1781
2,1,2,3,0,1782
3,0,0,0,1,1783
4,0,0,0,1,1784
4,0,1,2,1,1785
4,0,2,2,1,1786
2,0,1,2,0,1787
4,0,1,2,1,1788
1,1,2,2,0,1789
4,0,1,1,1,1790
2,1,0,0,0,1791
4,0,2,2,0,1792
4,0,2,2,0,1793
4,0,1,1,1,1794
3,1,0,0,1,1795
3,1,0,0,1,1796
4,0,1,2,1,1797
4,0,0,2,1,1798
3,1,2,2,0,1799
3,1,2,2,0,1800
2,0,2,2,0,1801
3,0,0,2,0,1802
3,1,1,1,0,1803
4,0,1,2,1,1804
4,0,2,2,1,1805
3,0,0,0,0,1806
0,1,1,1,0,1807
2,0,3,2,0,1808
4,0,1,0,1,1809
3,0,1,1,0,1810
4,0,2,2,1,1811
4,0,3,2,1,1812
1,1,0,0,0,1813
1,1,2,2,0,1814
2,1,0,0,1,1815
2,1,1,2,0,1816
4,0,2,2,1,1817
4,0,1,2,1,1818
3,0,0,0,0,1819
3,1,0,1,0,1820
3,1,0,0,1,1821
3,1,0,0,1,1822
4,0,0,0,0,1823
2,1,1,1,0,1824
1,0,1,1,0,1825
2,1,2,2,0,1826
3,1,0,0,1,1827
1,1,0,2,0,1828
0,1,2,2,0,1829
4,0,2,2,1,1830
3,0,2,0,1,1831
1,1,2,2,0,1832
4,0,2,2,1,1833
4,1,2,2,1,1834
2,1,2,2,0,1835
4,1,1,2,1,1836
1,1,0,0,0,1837
3,0,3,3,1,1838
4,0,1,1,1,1839
3,0,0,2,0,1840
2,1,2,2,0,1841
3,1,1,1,0,1842
1,1,2,2,0,1843
1,1,2,2,0,1844
1,1,0,0,0,1845
4,0,2,2,0,1846
4,0,2,2,1,1847
1,1,0,0,0,1848
2,1,2,2,0,1849
1,1,0,1,0,1850
2,1,0,0,0,1851
1,1,0,1,0,1852
3,1,0,0,0,1853
2,1,0,2,0,1854
3,0,3,3,1,1855
4,0,3,1,1,1856
1,1,2,2,0,1857
2,1,1,1,0,1858
2,1,1,1,0,1859
1,1,1,2,0,1860
3,1,1,2,0,1861
2,1,1,1,0,1862
4,0,0,0,0,1863
2,1,2,2,0,1864
2,1,1,2,0,1865
2,1,1,1,0,1866
4,0,1,1,1,1867
3,0,0,0,0,1868
3,0,2,2,1,1869
3,0,1,1,0,1870
1,1,0,0,0,1871
1,1,0,0,0,1872
4,1,2,2,1,1873
3,1,1,1,0,1874
3,0,1,1,0,1875
2,0,0,2,0,1876
1,0,1,2,0,1877
3,1,0,0,0,1878
3,0,2,2,0,1879
4,0,1,2,0,1880
3,0,2,1,1,1881
3,0,3,2,0,1882
3,0,2,3,1,1883
0,0,1,2,0,1884
4,0,2,2,1,1885
4,0,0,0,1,1886
4,0,1,1,1,1887
4,0,0,0,1,1888
3,0,0,0,0,1889
1,0,1,1,0,1890
4,0,2,2,0,1891
4,0,0,0,1,1892
3,0,1,3,0,1893
3,0,1,2,0,1894
2,0,1,1,0,1895
2,1,0,1,0,1896
3,1,2,2,0,1897
2,1,1,2,0,1898
3,1,0,0,0,1899
4,0,3,3,1,1900
3,0,2,2,0,1901
3,0,3,3,1,1902
4,1,0,0,0,1903
3,1,0,0,0,1904
4,1,0,0,0,1905
4,1,0,0,0,1906
4,1,0,0,1,1907
3,1,3,1,1,1908
3,1,0,0,0,1909
4,0,3,3,0,1910
4,0,1,1,1,1911
4,0,0,0,1,1912
4,0,2,2,0,1913
2,0,3,2,0,1914
1,1,0,0,0,1915
4,0,0,0,1,1916
4,0,2,2,1,1917
4,0,2,2,1,1918
3,0,1,1,0,1919
2,0,0,0,0,1920
4,0,0,0,1,1921
3,0,2,2,0,1922
3,0,1,2,0,1923
3,0,2,2,0,1924
2,1,1,2,0,1925
3,1,3,3,0,1926
3,1,2,1,1,1927
3,1,1,3,0,1928
2,1,2,2,0,1929
1,0,1,1,0,1930
3,0,1,2,0,1931
3,0,1,1,1,1932
2,1,0,2,0,1933
3,0,0,2,0,1934
4,0,0,0,1,1935
2,1,2,2,0,1936
2,1,2,1,0,1937
4,1,3,1,1,1938
1,1,2,1,0,1939
0,1,3,3,0,1940
3,1,0,1,1,1941
2,1,1,0,1,1942
3,0,0,0,0,1943
3,0,0,0,0,1944
3,0,1,2,0,1945
3,0,2,1,0,1946
4,1,2,2,0,1947
2,1,1,2,0,1948
3,1,0,2,1,1949
3,1,2,2,0,1950
2,1,0,1,0,1951
4,0,1,1,0,1952
2,1,3,2,0,1953
2,0,2,2,0,1954
4,0,2,2,1,1955
2,1,1,3,0,1956
4,0,2,1,1,1957
2,0,1,1,0,1958
3,0,2,0,0,1959
3,0,1,1,0,1960
3,0,2,1,0,1961
4,0,2,2,1,1962
3,1,2,2,0,1963
2,0,3,3,0,1964
3,1,2,2,1,1965
2,1,2,2,0,1966
3,0,2,3,0,1967
2,0,0,2,0,1968
4,0,0,0,1,1969
2,1,0,0,0,1970
1,0,2,2,0,1971
3,1,0,1,0,1972
2,0,1,2,0,1973
4,0,1,2,1,1974
0,1,2,1,0,1975
3,0,2,2,1,1976
3,1,3,3,1,1977
3,1,1,2,0,1978
3,0,2,1,0,1979
3,0,2,0,1,1980
4,0,2,2,0,1981
2,0,2,2,0,1982
4,0,1,1,0,1983
3,0,1,1,0,1984
4,0,3,2,1,1985
2,1,3,3,0,1986
3,1,2,2,0,1987
3,1,2,2,1,1988
3,1,2,2,1,1989
4,0,1,2,1,1990
3,0,2,0,0,1991
4,0,1,1,1,1992
4,0,1,1,0,1993
3,0,2,2,0,1994
4,0,2,2,1,1995
3,0,2,2,0,1996
3,0,3,2,0,1997
4,0,1,2,1,1998
4,0,1,2,1,1999
3,0,2,2,1,2000
0,1,1,1,0,2001
1,1,2,2,0,2002
2,0,0,2,1,2003
4,0,1,2,1,2004
4,0,1,1,0,2005
1,1,2,2,0,2006
3,1,0,0,1,2007
4,0,1,1,1,2008
0,0,1,1,0,2009
4,0,1,1,1,2010
4,0,1,1,1,2011
4,0,1,1,1,2012
3,0,1,1,0,2013
4,0,1,1,1,2014
4,0,1,1,1,2015
4,1,0,1,1,2016
0,1,0,0,0,2017
2,1,0,2,0,2018
3,0,0,0,0,2019
3,0,1,1,1,2020
3,1,2,2,1,2021
3,1,2,2,0,2022
4,0,1,2,1,2023
4,0,1,0,1,2024
3,1,1,2,0,2025
1,1,1,1,0,2026
3,1,0,1,0,2027
2,1,1,2,0,2028
2,1,2,2,0,2029
3,1,2,2,0,2030
3,0,1,2,0,2031
3,0,0,0,1,2032
4,0,0,0,1,2033
4,0,0,0,1,2034
2,0,2,2,1,2035
4,0,0,0,1,2036
3,1,1,1,0,2037
4,1,2,2,0,2038
3,1,2,2,1,2039
1,1,2,2,0,2040
1,1,3,3,0,2041
1,1,3,3,0,2042
4,0,0,2,1,2043
4,0,0,0,1,2044
2,0,0,0,0,2045
2,1,2,2,0,2046
3,0,2,2,0,2047
3,0,3,2,0,2048
4,0,3,2,1,2049
3,0,2,2,1,2050
3,0,2,1,1,2051
3,0,2,2,1,2052
3,0,1,2,1,2053
4,0,2,2,1,2054
4,0,2,2,1,2055
3,0,2,1,1,2056
1,1,1,1,0,2057
1,1,3,3,0,2058
0,1,1,1,0,2059
2,1,0,0,0,2060
4,0,3,2,1,2061
4,0,2,3,1,2062
4,0,3,2,0,2063
2,1,2,1,0,2064
0,1,1,1,0,2065
0,1,2,2,0,2066
1,1,2,2,0,2067
1,1,2,1,0,2068
4,0,1,2,1,2069
4,0,2,2,1,2070
3,0,0,0,0,2071
1,1,0,1,0,2072
3,1,0,0,0,2073
3,1,0,0,0,2074
3,1,0,0,0,2075
3,1,0,0,0,2076
3,1,0,0,0,2077
3,1,0,0,0,2078
3,1,0,0,0,2079
2,1,1,1,0,2080
2,1,0,2,0,2081
2,1,1,2,0,2082
4,0,1,1,0,2083
1,1,1,0,0,2084
3,0,1,1,0,2085
2,0,1,2,1,2086
4,0,0,1,1,2087
2,1,0,0,0,2088
1,1,2,2,0,2089
4,0,0,0,1,2090
4,0,2,2,1,2091
1,1,2,2,0,2092
3,1,0,0,1,2093
3,0,1,1,0,2094
3,0,0,0,0,2095
1,1,1,2,0,2096
1,1,1,2,0,2097
1,1,0,2,0,2098
4,1,2,2,1,2099
3,0,0,0,0,2100
4,0,0,0,1,2101
4,0,0,0,1,2102
4,0,2,1,0,2103
3,0,0,0,0,2104
4,1,0,1,1,2105
4,0,0,0,1,2106
4,1,0,0,1,2107
3,1,0,0,0,2108
3,1,0,0,1,2109
2,1,2,2,0,2110
3,0,2,2,0,2111
2,0,2,1,0,2112
4,0,0,0,1,2113
4,0,2,2,1,2114
4,0,1,1,1,2115
3,1,0,0,0,2116
1,1,2,2,0,2117
3,0,2,2,1,2118
2,1,0,1,0,2119
2,0,3,0,1,2120
3,1,0,0,0,2121
4,0,2,2,1,2122
4,0,2,2,1,2123
4,0,1,2,1,2124
3,0,2,2,0,2125
3,0,0,0,0,2126
3,0,0,0,0,2127
4,1,0,2,1,2128
2,1,2,2,0,2129
3,1,1,2,1,2130
2,1,2,2,0,2131
2,0,0,1,0,2132
2,1,1,1,0,2133
2,1,0,0,0,2134
2,1,2,2,0,2135
4,0,1,1,1,2136
4,0,1,1,1,2137
3,0,1,2,0,2138
2,1,2,2,0,2139
2,0,3,2,0,2140
3,0,2,2,0,2141
3,0,2,2,0,2142
3,0,0,1,0,2143
3,0,1,1,0,2144
3,1,0,0,0,2145
3,1,1,2,0,2146
1,1,1,1,0,2147
2,1,2,2,0,2148
3,1,3,2,1,2149
2,1,2,2,1,2150
3,1,0,0,0,2151
2,1,0,0,0,2152
2,1,1,1,0,2153
3,1,0,0,0,2154
2,1,1,1,0,2155
3,0,2,2,1,2156
2,1,3,2,1,2157
2,1,3,2,0,2158
4,0,2,2,1,2159
2,1,1,0,0,2160
4,0,0,1,1,2161
4,0,3,3,0,2162
2,0,2,1,0,2163
4,0,2,2,0,2164
3,1,0,1,1,2165
3,0,2,2,0,2166
4,0,2,3,1,2167
4,0,1,1,1,2168
3,0,1,1,0,2169
3,0,1,1,0,2170
4,0,3,1,0,2171
4,0,1,1,0,2172
4,0,1,3,1,2173
2,1,1,1,0,2174
3,0,1,2,0,2175
0,0,2,2,0,2176
4,0,0,0,1,2177
3,1,1,2,0,2178
0,1,2,2,0,2179
3,1,0,2,0,2180
2,1,1,2,0,2181
2,1,0,1,0,2182
3,0,3,2,1,2183
4,0,0,0,1,2184
4,0,2,2,1,2185
4,0,2,2,1,2186
4,0,2,2,1,2187
4,0,0,0,1,2188
3,0,2,2,1,2189
4,0,2,2,1,2190
2,1,1,1,0,2191
3,1,2,2,0,2192
3,0,1,2,1,2193
1,1,2,2,0,2194
0,1,0,1,0,2195
2,1,2,2,0,2196
4,0,1,2,1,2197
3,1,2,2,0,2198
3,1,2,3,0,2199
3,0,1,1,0,2200
2,1,0,0,0,2201
4,0,0,0,1,2202
4,0,2,2,1,2203
4,0,2,2,1,2204
1,1,2,1,0,2205
4,1,3,3,1,2206
2,1,1,1,0,2207
2,1,2,2,0,2208
4,0,1,1,1,2209
4,0,1,0,1,2210
4,0,0,0,1,2211
